Destination Neighborhood,Mode,Month of MONTH,Origin Neighborhood,Time Period,Trip Count
Castro/Upper Market,E-Bike,July 2021,Mission,7am-10am,138
Castro/Upper Market,E-Bike,September 2021,Mission,7am-10am,145
Castro/Upper Market,E-Bike,June 2021,Mission,7am-10am,146
Castro/Upper Market,E-Bike,February 2020,Mission,7am-10am,187
Castro/Upper Market,E-Bike,February 2020,Noe Valley,7am-10am,21
Castro/Upper Market,E-Bike,April 2021,South of Market,7am-10am,21
Castro/Upper Market,E-Bike,January 2020,South of Market,7am-10am,22
Castro/Upper Market,E-Bike,May 2021,South of Market,7am-10am,22
Castro/Upper Market,E-Bike,January 2021,South of Market,7am-10am,23
Castro/Upper Market,E-Bike,March 2021,South of Market,7am-10am,23
Castro/Upper Market,E-Bike,September 2020,South of Market,7am-10am,24
Castro/Upper Market,E-Bike,October 2020,South of Market,7am-10am,24
Castro/Upper Market,E-Bike,September 2021,South of Market,7am-10am,26
Castro/Upper Market,E-Bike,June 2020,South of Market,7am-10am,28
Castro/Upper Market,E-Bike,November 2020,South of Market,7am-10am,33
Castro/Upper Market,E-Bike,August 2021,South of Market,7am-10am,50
Castro/Upper Market,E-Bike,February 2020,South of Market,7am-10am,52
Castro/Upper Market,E-Bike,June 2021,South of Market,7am-10am,53
Castro/Upper Market,E-Bike,July 2021,South of Market,7am-10am,80
Castro/Upper Market,E-Bike,May 2020,Western Addition,7am-10am,22
Castro/Upper Market,E-Bike,November 2020,Western Addition,7am-10am,25
Castro/Upper Market,E-Bike,January 2020,Western Addition,7am-10am,27
Castro/Upper Market,E-Bike,May 2021,Western Addition,7am-10am,29
Castro/Upper Market,E-Bike,April 2021,Western Addition,7am-10am,51
Castro/Upper Market,E-Bike,March 2021,Western Addition,7am-10am,56
Castro/Upper Market,E-Bike,June 2021,Western Addition,7am-10am,57
Castro/Upper Market,E-Bike,September 2021,Western Addition,7am-10am,57
Castro/Upper Market,E-Bike,October 2020,Western Addition,7am-10am,58
Castro/Upper Market,E-Bike,August 2021,Western Addition,7am-10am,63
Castro/Upper Market,E-Bike,July 2021,Western Addition,7am-10am,68
Castro/Upper Market,E-Bike,February 2020,Western Addition,7am-10am,117
Castro/Upper Market,Powered Scooter,December 2019,Castro/Upper Market,7am-10am,23
Castro/Upper Market,Powered Scooter,November 2020,Castro/Upper Market,7am-10am,24
Castro/Upper Market,Powered Scooter,March 2021,Castro/Upper Market,7am-10am,24
Castro/Upper Market,Powered Scooter,May 2021,Castro/Upper Market,7am-10am,24
Castro/Upper Market,Powered Scooter,June 2021,Castro/Upper Market,7am-10am,24
Castro/Upper Market,Powered Scooter,August 2020,Castro/Upper Market,7am-10am,27
Castro/Upper Market,Powered Scooter,May 2020,Castro/Upper Market,7am-10am,39
Castro/Upper Market,Powered Scooter,October 2019,Castro/Upper Market,7am-10am,44
Castro/Upper Market,Powered Scooter,August 2021,Castro/Upper Market,7am-10am,52
Castro/Upper Market,Powered Scooter,October 2020,Castro/Upper Market,7am-10am,55
Castro/Upper Market,Powered Scooter,April 2021,Castro/Upper Market,7am-10am,58
Castro/Upper Market,Powered Scooter,July 2021,Castro/Upper Market,7am-10am,74
Castro/Upper Market,Powered Scooter,September 2020,Castro/Upper Market,7am-10am,78
Castro/Upper Market,Powered Scooter,January 2020,Castro/Upper Market,7am-10am,97
Castro/Upper Market,Powered Scooter,June 2020,Castro/Upper Market,7am-10am,112
Castro/Upper Market,Powered Scooter,November 2019,Castro/Upper Market,7am-10am,129
Castro/Upper Market,Powered Scooter,February 2020,Castro/Upper Market,7am-10am,151
Castro/Upper Market,Powered Scooter,September 2021,Castro/Upper Market,7am-10am,153
Castro/Upper Market,Powered Scooter,June 2021,Mission,7am-10am,21
Castro/Upper Market,Powered Scooter,September 2021,Mission,7am-10am,21
Castro/Upper Market,Powered Scooter,February 2020,Mission,7am-10am,22
Castro/Upper Market,Powered Scooter,April 2021,Mission,7am-10am,22
Castro/Upper Market,Powered Scooter,August 2020,Mission,7am-10am,23
Castro/Upper Market,Powered Scooter,July 2021,Mission,7am-10am,49
Castro/Upper Market,Powered Scooter,September 2021,Western Addition,7am-10am,28
Chinatown,E-Bike,January 2020,Financial District,7am-10am,22
Chinatown,E-Bike,February 2020,Financial District,7am-10am,26
Chinatown,E-Bike,January 2020,South of Market,7am-10am,31
Chinatown,E-Bike,February 2020,South of Market,7am-10am,82
Chinatown,Powered Scooter,September 2021,Financial District,7am-10am,21
Downtown/Civic Center,Classic Bicycle,December 2018,Bernal Heights,7am-10am,21
Downtown/Civic Center,Classic Bicycle,June 2019,Bernal Heights,7am-10am,21
Downtown/Civic Center,Classic Bicycle,July 2019,Bernal Heights,7am-10am,22
Downtown/Civic Center,Classic Bicycle,April 2018,Bernal Heights,7am-10am,23
Downtown/Civic Center,Classic Bicycle,March 2020,Bernal Heights,7am-10am,23
Downtown/Civic Center,Classic Bicycle,January 2020,Bernal Heights,7am-10am,24
Downtown/Civic Center,Classic Bicycle,December 2017,Bernal Heights,7am-10am,26
Downtown/Civic Center,Classic Bicycle,November 2018,Bernal Heights,7am-10am,26
Downtown/Civic Center,Classic Bicycle,March 2019,Bernal Heights,7am-10am,26
Downtown/Civic Center,Classic Bicycle,November 2017,Bernal Heights,7am-10am,27
Downtown/Civic Center,Classic Bicycle,September 2018,Bernal Heights,7am-10am,28
Downtown/Civic Center,Classic Bicycle,August 2019,Bernal Heights,7am-10am,31
Downtown/Civic Center,Classic Bicycle,September 2019,Bernal Heights,7am-10am,31
Downtown/Civic Center,Classic Bicycle,October 2019,Bernal Heights,7am-10am,32
Downtown/Civic Center,Classic Bicycle,October 2017,Bernal Heights,7am-10am,33
Downtown/Civic Center,Classic Bicycle,February 2018,Bernal Heights,7am-10am,33
Downtown/Civic Center,Classic Bicycle,April 2019,Bernal Heights,7am-10am,36
Downtown/Civic Center,Classic Bicycle,January 2019,Bernal Heights,7am-10am,37
Downtown/Civic Center,Classic Bicycle,August 2018,Bernal Heights,7am-10am,38
Downtown/Civic Center,Classic Bicycle,October 2018,Bernal Heights,7am-10am,39
Downtown/Civic Center,Classic Bicycle,February 2019,Bernal Heights,7am-10am,39
Downtown/Civic Center,Classic Bicycle,March 2018,Bernal Heights,7am-10am,41
Downtown/Civic Center,Classic Bicycle,June 2018,Bernal Heights,7am-10am,42
Downtown/Civic Center,Classic Bicycle,December 2019,Bernal Heights,7am-10am,42
Downtown/Civic Center,Classic Bicycle,January 2018,Bernal Heights,7am-10am,43
Downtown/Civic Center,Classic Bicycle,November 2019,Bernal Heights,7am-10am,44
Downtown/Civic Center,Classic Bicycle,July 2018,Bernal Heights,7am-10am,46
Downtown/Civic Center,Classic Bicycle,May 2018,Bernal Heights,7am-10am,72
Downtown/Civic Center,Classic Bicycle,June 2021,Castro/Upper Market,7am-10am,21
Downtown/Civic Center,Classic Bicycle,November 2020,Castro/Upper Market,7am-10am,24
Downtown/Civic Center,Classic Bicycle,July 2020,Castro/Upper Market,7am-10am,25
Downtown/Civic Center,Classic Bicycle,June 2019,Castro/Upper Market,7am-10am,35
Downtown/Civic Center,Classic Bicycle,March 2020,Castro/Upper Market,7am-10am,37
Downtown/Civic Center,Classic Bicycle,December 2018,Castro/Upper Market,7am-10am,38
Downtown/Civic Center,Classic Bicycle,November 2018,Castro/Upper Market,7am-10am,42
Downtown/Civic Center,Classic Bicycle,February 2020,Castro/Upper Market,7am-10am,47
Downtown/Civic Center,Classic Bicycle,August 2021,Castro/Upper Market,7am-10am,51
Downtown/Civic Center,Classic Bicycle,August 2018,Castro/Upper Market,7am-10am,53
Downtown/Civic Center,Classic Bicycle,August 2017,Castro/Upper Market,7am-10am,54
Downtown/Civic Center,Classic Bicycle,September 2017,Castro/Upper Market,7am-10am,60
Downtown/Civic Center,Classic Bicycle,September 2018,Castro/Upper Market,7am-10am,61
Downtown/Civic Center,Classic Bicycle,January 2020,Castro/Upper Market,7am-10am,61
Downtown/Civic Center,Classic Bicycle,May 2021,Castro/Upper Market,7am-10am,62
Downtown/Civic Center,Classic Bicycle,March 2018,Castro/Upper Market,7am-10am,64
Downtown/Civic Center,Classic Bicycle,May 2019,Castro/Upper Market,7am-10am,64
Downtown/Civic Center,Classic Bicycle,July 2019,Castro/Upper Market,7am-10am,65
Downtown/Civic Center,Classic Bicycle,April 2018,Castro/Upper Market,7am-10am,72
Downtown/Civic Center,Classic Bicycle,July 2018,Castro/Upper Market,7am-10am,74
Downtown/Civic Center,Classic Bicycle,November 2019,Castro/Upper Market,7am-10am,74
Downtown/Civic Center,Classic Bicycle,October 2017,Castro/Upper Market,7am-10am,80
Downtown/Civic Center,Classic Bicycle,May 2018,Castro/Upper Market,7am-10am,81
Downtown/Civic Center,Classic Bicycle,December 2019,Castro/Upper Market,7am-10am,81
Downtown/Civic Center,Classic Bicycle,December 2017,Castro/Upper Market,7am-10am,83
Downtown/Civic Center,Classic Bicycle,January 2018,Castro/Upper Market,7am-10am,84
Downtown/Civic Center,Classic Bicycle,January 2019,Castro/Upper Market,7am-10am,84
Downtown/Civic Center,Classic Bicycle,June 2018,Castro/Upper Market,7am-10am,88
Downtown/Civic Center,Classic Bicycle,February 2018,Castro/Upper Market,7am-10am,89
Downtown/Civic Center,Classic Bicycle,August 2019,Castro/Upper Market,7am-10am,92
Downtown/Civic Center,Classic Bicycle,October 2018,Castro/Upper Market,7am-10am,96
Downtown/Civic Center,Classic Bicycle,September 2019,Castro/Upper Market,7am-10am,96
Downtown/Civic Center,Classic Bicycle,November 2017,Castro/Upper Market,7am-10am,97
Downtown/Civic Center,Classic Bicycle,February 2019,Castro/Upper Market,7am-10am,109
Downtown/Civic Center,Classic Bicycle,April 2019,Castro/Upper Market,7am-10am,117
Downtown/Civic Center,Classic Bicycle,March 2019,Castro/Upper Market,7am-10am,123
Downtown/Civic Center,Classic Bicycle,October 2019,Castro/Upper Market,7am-10am,143
Downtown/Civic Center,Classic Bicycle,April 2020,Downtown/Civic Center,7am-10am,30
Downtown/Civic Center,Classic Bicycle,February 2021,Downtown/Civic Center,7am-10am,39
Downtown/Civic Center,Classic Bicycle,August 2020,Downtown/Civic Center,7am-10am,40
Downtown/Civic Center,Classic Bicycle,July 2020,Downtown/Civic Center,7am-10am,43
Downtown/Civic Center,Classic Bicycle,May 2020,Downtown/Civic Center,7am-10am,47
Downtown/Civic Center,Classic Bicycle,June 2020,Downtown/Civic Center,7am-10am,52
Downtown/Civic Center,Classic Bicycle,November 2020,Downtown/Civic Center,7am-10am,53
Downtown/Civic Center,Classic Bicycle,July 2017,Downtown/Civic Center,7am-10am,54
Downtown/Civic Center,Classic Bicycle,December 2020,Downtown/Civic Center,7am-10am,58
Downtown/Civic Center,Classic Bicycle,June 2021,Downtown/Civic Center,7am-10am,62
Downtown/Civic Center,Classic Bicycle,January 2021,Downtown/Civic Center,7am-10am,63
Downtown/Civic Center,Classic Bicycle,March 2021,Downtown/Civic Center,7am-10am,66
Downtown/Civic Center,Classic Bicycle,July 2021,Downtown/Civic Center,7am-10am,66
Downtown/Civic Center,Classic Bicycle,September 2020,Downtown/Civic Center,7am-10am,74
Downtown/Civic Center,Classic Bicycle,November 2017,Downtown/Civic Center,7am-10am,77
Downtown/Civic Center,Classic Bicycle,August 2017,Downtown/Civic Center,7am-10am,79
Downtown/Civic Center,Classic Bicycle,September 2017,Downtown/Civic Center,7am-10am,82
Downtown/Civic Center,Classic Bicycle,August 2018,Downtown/Civic Center,7am-10am,90
Downtown/Civic Center,Classic Bicycle,December 2017,Downtown/Civic Center,7am-10am,94
Downtown/Civic Center,Classic Bicycle,October 2020,Downtown/Civic Center,7am-10am,97
Downtown/Civic Center,Classic Bicycle,November 2018,Downtown/Civic Center,7am-10am,100
Downtown/Civic Center,Classic Bicycle,March 2020,Downtown/Civic Center,7am-10am,100
Downtown/Civic Center,Classic Bicycle,October 2017,Downtown/Civic Center,7am-10am,103
Downtown/Civic Center,Classic Bicycle,January 2018,Downtown/Civic Center,7am-10am,105
Downtown/Civic Center,Classic Bicycle,March 2018,Downtown/Civic Center,7am-10am,106
Downtown/Civic Center,Classic Bicycle,July 2018,Downtown/Civic Center,7am-10am,108
Downtown/Civic Center,Classic Bicycle,June 2018,Downtown/Civic Center,7am-10am,109
Downtown/Civic Center,Classic Bicycle,February 2018,Downtown/Civic Center,7am-10am,114
Downtown/Civic Center,Classic Bicycle,April 2018,Downtown/Civic Center,7am-10am,123
Downtown/Civic Center,Classic Bicycle,May 2018,Downtown/Civic Center,7am-10am,132
Downtown/Civic Center,Classic Bicycle,September 2018,Downtown/Civic Center,7am-10am,134
Downtown/Civic Center,Classic Bicycle,December 2018,Downtown/Civic Center,7am-10am,138
Downtown/Civic Center,Classic Bicycle,May 2021,Downtown/Civic Center,7am-10am,140
Downtown/Civic Center,Classic Bicycle,October 2018,Downtown/Civic Center,7am-10am,142
Downtown/Civic Center,Classic Bicycle,June 2019,Downtown/Civic Center,7am-10am,149
Downtown/Civic Center,Classic Bicycle,May 2019,Downtown/Civic Center,7am-10am,162
Downtown/Civic Center,Classic Bicycle,August 2021,Downtown/Civic Center,7am-10am,183
Downtown/Civic Center,Classic Bicycle,December 2019,Downtown/Civic Center,7am-10am,185
Downtown/Civic Center,Classic Bicycle,July 2019,Downtown/Civic Center,7am-10am,207
Downtown/Civic Center,Classic Bicycle,August 2019,Downtown/Civic Center,7am-10am,213
Downtown/Civic Center,Classic Bicycle,September 2019,Downtown/Civic Center,7am-10am,224
Downtown/Civic Center,Classic Bicycle,January 2020,Downtown/Civic Center,7am-10am,237
Downtown/Civic Center,Classic Bicycle,January 2019,Downtown/Civic Center,7am-10am,248
Downtown/Civic Center,Classic Bicycle,February 2019,Downtown/Civic Center,7am-10am,249
Downtown/Civic Center,Classic Bicycle,February 2020,Downtown/Civic Center,7am-10am,270
Downtown/Civic Center,Classic Bicycle,November 2019,Downtown/Civic Center,7am-10am,278
Downtown/Civic Center,Classic Bicycle,April 2019,Downtown/Civic Center,7am-10am,292
Downtown/Civic Center,Classic Bicycle,March 2019,Downtown/Civic Center,7am-10am,311
Downtown/Civic Center,Classic Bicycle,October 2019,Downtown/Civic Center,7am-10am,361
Downtown/Civic Center,Classic Bicycle,August 2020,Financial District,7am-10am,21
Downtown/Civic Center,Classic Bicycle,June 2020,Financial District,7am-10am,22
Downtown/Civic Center,Classic Bicycle,June 2021,Financial District,7am-10am,23
Downtown/Civic Center,Classic Bicycle,May 2020,Financial District,7am-10am,24
Downtown/Civic Center,Classic Bicycle,December 2020,Financial District,7am-10am,26
Downtown/Civic Center,Classic Bicycle,February 2021,Financial District,7am-10am,26
Downtown/Civic Center,Classic Bicycle,March 2021,Financial District,7am-10am,28
Downtown/Civic Center,Classic Bicycle,January 2021,Financial District,7am-10am,35
Downtown/Civic Center,Classic Bicycle,November 2020,Financial District,7am-10am,39
Downtown/Civic Center,Classic Bicycle,October 2020,Financial District,7am-10am,41
Downtown/Civic Center,Classic Bicycle,July 2021,Financial District,7am-10am,44
Downtown/Civic Center,Classic Bicycle,March 2020,Financial District,7am-10am,46
Downtown/Civic Center,Classic Bicycle,September 2020,Financial District,7am-10am,51
Downtown/Civic Center,Classic Bicycle,February 2020,Financial District,7am-10am,63
Downtown/Civic Center,Classic Bicycle,August 2021,Financial District,7am-10am,65
Downtown/Civic Center,Classic Bicycle,May 2021,Financial District,7am-10am,72
Downtown/Civic Center,Classic Bicycle,December 2019,Financial District,7am-10am,76
Downtown/Civic Center,Classic Bicycle,January 2020,Financial District,7am-10am,101
Downtown/Civic Center,Classic Bicycle,January 2018,Financial District,7am-10am,119
Downtown/Civic Center,Classic Bicycle,December 2017,Financial District,7am-10am,123
Downtown/Civic Center,Classic Bicycle,December 2018,Financial District,7am-10am,135
Downtown/Civic Center,Classic Bicycle,March 2018,Financial District,7am-10am,138
Downtown/Civic Center,Classic Bicycle,November 2019,Financial District,7am-10am,142
Downtown/Civic Center,Classic Bicycle,November 2017,Financial District,7am-10am,143
Downtown/Civic Center,Classic Bicycle,April 2018,Financial District,7am-10am,145
Downtown/Civic Center,Classic Bicycle,August 2017,Financial District,7am-10am,153
Downtown/Civic Center,Classic Bicycle,June 2019,Financial District,7am-10am,154
Downtown/Civic Center,Classic Bicycle,August 2019,Financial District,7am-10am,156
Downtown/Civic Center,Classic Bicycle,July 2019,Financial District,7am-10am,157
Downtown/Civic Center,Classic Bicycle,October 2019,Financial District,7am-10am,158
Downtown/Civic Center,Classic Bicycle,October 2017,Financial District,7am-10am,163
Downtown/Civic Center,Classic Bicycle,September 2019,Financial District,7am-10am,173
Downtown/Civic Center,Classic Bicycle,July 2017,Financial District,7am-10am,175
Downtown/Civic Center,Classic Bicycle,September 2017,Financial District,7am-10am,176
Downtown/Civic Center,Classic Bicycle,November 2018,Financial District,7am-10am,177
Downtown/Civic Center,Classic Bicycle,May 2019,Financial District,7am-10am,185
Downtown/Civic Center,Classic Bicycle,August 2018,Financial District,7am-10am,187
Downtown/Civic Center,Classic Bicycle,September 2018,Financial District,7am-10am,188
Downtown/Civic Center,Classic Bicycle,February 2018,Financial District,7am-10am,190
Downtown/Civic Center,Classic Bicycle,October 2018,Financial District,7am-10am,195
Downtown/Civic Center,Classic Bicycle,January 2019,Financial District,7am-10am,197
Downtown/Civic Center,Classic Bicycle,February 2019,Financial District,7am-10am,211
Downtown/Civic Center,Classic Bicycle,July 2018,Financial District,7am-10am,215
Downtown/Civic Center,Classic Bicycle,May 2018,Financial District,7am-10am,226
Downtown/Civic Center,Classic Bicycle,June 2018,Financial District,7am-10am,247
Downtown/Civic Center,Classic Bicycle,April 2019,Financial District,7am-10am,281
Downtown/Civic Center,Classic Bicycle,March 2019,Financial District,7am-10am,301
Downtown/Civic Center,Classic Bicycle,January 2018,Haight Ashbury,7am-10am,24
Downtown/Civic Center,Classic Bicycle,September 2018,Haight Ashbury,7am-10am,25
Downtown/Civic Center,Classic Bicycle,June 2021,Haight Ashbury,7am-10am,25
Downtown/Civic Center,Classic Bicycle,September 2017,Haight Ashbury,7am-10am,28
Downtown/Civic Center,Classic Bicycle,February 2018,Haight Ashbury,7am-10am,28
